7.33,4.21,5.77,10.71,10.59,10.71,10.63,9.93,9.56,7.56,6.82,17.43,
4.78,4.49,5.68,11.15,11.70,10.65,11.69,10.53,10.72,10.38,3.36,8.64,
6.54,4.54,3.26,10.88,11.47,7.88,12.53,9.43,10.60,9.26,12.65,13.98,
6.01,3.78,0.00,9.17,7.48,8.65,9.92,7.51,7.31,10.25,3.46,14.83,
3.26,4.84,4.65,9.70,11.49,11.02,9.92,9.54,7.51,6.56,10.34,8.55,
1.37,4.92,0.00,26.73,20.13,37.62,8.82,15.89,0.00,19.90,0.00,0.00,
5.48,4.01,1.46,9.97,10.23,7.04,11.52,8.63,7.38,6.24,9.88,4.02,
6.03,4.02,3.50,10.17,10.72,10.16,11.20,8.56,8.76,10.26,9.30,3.68,
5.39,4.06,5.07,10.17,11.22,9.55,9.69,8.22,11.02,8.85,6.72,13.00,
4.11,3.54,2.20,6.42,5.07,6.20,5.27,5.63,4.83,5.63,4.33,4.40,
3.92,3.24,2.98,6.67,8.37,6.84,7.04,6.25,6.29,6.11,7.76,6.85,
6.36,3.34,1.69,6.99,5.65,5.62,6.71,6.51,6.43,5.03,5.72,8.26,
5.32,4.11,3.42,9.13,5.47,8.81,10.17,7.77,7.42,10.00,6.80,5.12,
4.96,4.17,5.63,9.95,9.62,10.51,9.54,8.89,9.99,8.67,6.38,5.46,
7.24,4.08,3.45,9.89,9.73,10.66,8.45,9.48,6.50,10.41,12.16,8.51,
7.08,4.35,4.60,9.44,11.17,8.67,8.75,9.38,7.86,8.94,10.32,3.09,
4.70,4.13,2.63,10.43,11.34,9.87,10.78,9.22,11.25,7.79,7.27,9.57,
6.83,3.98,4.27,10.40,10.20,9.81,11.14,8.92,9.10,13.44,5.06,11.02,
4.28,4.28,3.45,11.28,10.33,9.01,13.18,9.72,6.78,10.37,8.13,11.75,
6.00,4.15,4.11,9.59,10.05,10.35,11.88,10.19,9.54,14.11,11.27,8.95,
6.15,4.19,4.62,9.85,9.48,9.83,10.53,8.00,9.16,10.32,6.41,7.56,
5.59,4.59,3.07,11.29,9.68,11.43,9.56,9.23,8.50,10.18,15.27,11.40,
3.89,4.21,3.54,8.59,9.50,8.63,11.96,8.18,7.14,9.29,6.73,2.71,
9.81,4.07,3.83,9.05,11.26,9.20,10.88,9.04,10.03,7.66,12.03,22.45,
7.77,4.17,2.71,9.51,9.37,8.87,8.89,8.36,9.37,11.34,8.77,11.57,
5.23,4.05,2.92,10.16,7.48,9.42,10.19,7.59,9.71,8.98,7.86,4.81,
6.62,4.57,4.11,10.28,9.09,11.24,7.04,8.73,5.79,9.49,6.04,22.54,
